fid,id_tramo,codigo,tipo_tramd,ancho_viad,electrifid,n_vias,situaciond,red_tentd,titulard,fuented,nombre,tipo_lined,fuente_ld,estado,rio_id,dist_to_river
3236,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 10 ALACANT NATZARET TRANVÍA DE VALENCIA,Tranvía,Instituto Geográfico Nacional,No afectada,25084,254.76
3237,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,433.39
3238,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,473.75
3239,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,246.83
3240,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,662.17
3241,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,406.26
3242,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,248.49
3243,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,485.92
3244,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,411.89
3245,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,856.91
3246,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,472.77
3247,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,457.89
3248,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,390.2
3249,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,501.37
3250,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,941.78
3251,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,303.79
3252,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,320.8
3253,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,314.76
3254,-2147483648,VT-030,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,"VT-030 TRAMO CENTRO DE SALIDA DE TÚNEL –
NATZARET (INCL)",Tranvía,Comunidad Valenciana,No afectada,25084,254.76
3255,-2147483648,VT-031,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Instituto Geográfico Nacional,VT-031 TALLARES NATZARET Y CONEXIÓN VT-030,Tranvía,Comunidad Valenciana,No afectada,25084,400.21
3256,-2147483648,VT-031,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Instituto Geográfico Nacional,VT-031 TALLARES NATZARET Y CONEXIÓN VT-030,Tranvía,Comunidad Valenciana,No afectada,25084,479.27
3257,-2147483648,VT-031,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Instituto Geográfico Nacional,VT-031 TALLARES NATZARET Y CONEXIÓN VT-030,Tranvía,Comunidad Valenciana,No afectada,25084,440.88
3258,-2147483648,VT-001,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22900,624.03
3259,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22922,1526.51
3260,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22922,1803.79
3261,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,16840,410.46
3262,-2147483648,VT-001,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,16882,552.92
3263,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22909,599.28
3264,-2147483648,VT-001,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17348,429.44
3265,-2147483648,VT-001,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22899,813.67
3266,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Subterráneo,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,17289,196.99
3267,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17434,772.17
3268,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,16840,272.4
3269,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22888,455.85
3270,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22888,542.47
3271,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22900,784.39
3272,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17284,303.15
3273,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17284,2.94
3274,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17434,580.34
3275,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17283,313.85
3276,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17434,594.17
3277,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17348,590.27
3278,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,16840,65.53
3279,-2147483648,VT-001,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22884,7.62
3280,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22922,1808.22
3281,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22896,32.4
3282,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17434,593.07
3283,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,22883,165.05
3284,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22900,36.04
3285,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17283,217.34
3286,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22896,734.45
3287,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17434,765.02
3288,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22884,3.47
3289,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17434,786.96
3290,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17284,0.0
3291,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22901,43.37
3292,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,17289,535.51
3293,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,16840,172.11
3294,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Subterráneo,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17348,223.29
3295,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,16840,268.73
3296,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17348,349.62
3297,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17348,491.42
3298,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,16840,180.12
3299,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22903,968.51
3300,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17348,216.08
3301,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22888,0.0
3302,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22900,325.16
3303,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,16840,399.27
3304,-2147483648,VT-001,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22901,1.36
3305,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,16840,690.86
3306,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,22883,3.06
3307,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,16840,261.46
3308,-2147483648,VT-001,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17348,490.21
3309,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22896,158.97
3310,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22901,640.28
3311,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,17289,197.89
3312,-2147483648,VT-001,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22900,705.86
3313,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22896,7.48
3314,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,16840,777.3
3315,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,16840,785.54
3316,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22888,1.57
3317,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22894,5.31
3318,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17281,0.0
3319,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,16882,453.08
3320,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,16840,681.92
3321,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22896,0.0
3322,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22884,302.92
3323,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,17281,457.08
3324,-2147483648,VT-001,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22900,709.38
3325,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,16840,483.62
3326,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22902,598.34
3327,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17283,292.07
3328,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22894,0.0
3329,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22900,396.97
3330,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22888,163.81
3331,-2147483648,VT-001,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17289,740.68
3332,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17348,543.64
3333,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,16882,62.29
3334,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,16840,351.27
3335,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,22883,5.6
3336,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22903,994.28
3337,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22888,159.36
3338,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17348,223.97
3339,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22902,91.1
3340,-2147483648,VT-001,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22884,60.71
3341,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22903,1074.47
3342,-2147483648,VT-001,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22901,2258.94
3343,-2147483648,VT-001,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22901,115.95
3344,-2147483648,VT-001,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,16882,573.47
3345,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17434,592.56
3346,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,16840,579.86
3347,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,No afectada,22903,0.0
3348,-2147483648,VT-001,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17289,749.95
3349,-2147483648,VT-001,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,VT-001 TRAMO BÉTERA (INCL)  EMPALME,Metro,Comunidad Valenciana,Afectada,17289,773.17
