fid,id_tramo,codigo,tipo_tramd,ancho_viad,electrifid,n_vias,situaciond,red_tentd,titulard,fuented,nombre,tipo_lined,fuente_ld,estado,rio_id,dist_to_river
1822,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,17493,1357.69
1826,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,22996,506.64
1827,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25086,726.19
1828,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2505.59
1829,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2537.42
1830,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,570.77
1833,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2482.33
1834,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,1025.59
1835,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1521.54
1836,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1222.42
1838,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,579.03
1841,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,2069.81
1842,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2493.37
1843,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1445.12
1844,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1748.62
1846,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2554.0
1847,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1662.57
1848,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22933,263.95
1849,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,17434,581.14
1850,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,17434,360.29
1852,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Autoridad portuaria,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,788.53
1855,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1623.39
1856,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Autoridad portuaria,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,157.98
1857,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,426.63
1858,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,17434,303.76
1860,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1621.07
1863,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,17434,336.4
1865,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,16840,279.9
1866,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,16882,580.83
1867,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22900,2626.56
1868,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1898.0
1871,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2518.95
1872,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22900,1864.31
1873,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2478.51
1874,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,520.25
1876,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1844.43
1878,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,Desconocido,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,774.6
1880,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1876.34
1881,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,22996,529.93
1883,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,22996,482.16
1885,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,Desconocido,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,754.42
1887,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,607.01
1888,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Autoridad portuaria,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,666.55
1889,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,17281,331.0
1890,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,578.77
1891,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,414.29
1893,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,431.99
1894,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,574.51
1895,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,17434,634.91
1896,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1823.25
1897,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,493.78
1898,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,478.59
1899,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1694.47
1900,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1838.84
1901,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1752.66
1902,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,17281,198.66
1903,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1621.07
1904,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,670.46
1905,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1477.08
1907,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,17434,383.02
1908,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2497.19
1909,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,17434,383.02
1910,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1245.17
1912,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1695.88
1913,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,594.48
1916,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2550.86
1917,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1659.89
1919,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Autoridad portuaria,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,794.45
1921,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,520.8
1922,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,2064.95
1923,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22896,2430.46
1924,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2456.42
1925,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2498.15
